file,year,rows,columns,status
2010_il.csv,2010,4021,122,OK
2011_il.csv,2011,4053,122,OK
2012_il.csv,2012,4096,122,OK
2013_il.csv,2013,4120,122,OK
2014_il.csv,2014,4130,122,OK
2015_il.csv,2015,4068,122,OK
2016_il.csv,2016,3876,122,OK
2017_il.csv,2017,4022,122,OK
2018_il.csv,2018,4003,122,OK
2019_il.csv,2019,3912,122,OK
2020_il.csv,2020,3687,122,OK
2021_il.csv,2021,3721,122,OK
2022_il.csv,2022,3667,122,OK
2023_il.csv,2023,3509,122,OK
2024_il (1).csv,2024,3432,122,OK
